,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021-11-06,835740,142118,1186477,515979,4955813,760453,404969,145612,64799,3701310,1641036,84911,296299,1712986,1036059,494407,441137,752141,761849,107772,565355,861480,1309655,815008,506556,867070,180452,289282,443641,139324,1206543,282742,2585365,1489653,151605,1567834,648209,372137,1606553,186004,181079,902329,156995,1287511,4290453,560604,41908,933542,737698,277133,899647,105318
2021-11-07,836032,142118,1189708,516245,4968255,760453,404969,145903,64799,3701310,1641036,85045,296299,1712986,1037589,494407,441137,752720,761849,107772,566082,861480,1309655,815008,506556,867812,180452,289282,443641,139324,1207469,282742,2589297,1489653,151766,1572197,648209,372137,1610465,186091,181079,902329,156995,1288060,4291659,560604,42313,933542,737698,278171,899647,105318
2021-11-08,836255,143473,1192365,516386,4975454,768646,405910,146139,65050,3701310,1641036,85139,297142,1720345,1038745,494407,443055,753338,762659,107772,566637,865806,1319724,819239,507116,868480,181350,290794,445142,141317,1208321,286086,2594515,1494278,152551,1575319,650004,374253,1613519,186197,181835,904293,157396,1289207,4293259,564576,42547,936928,742919,278578,905245,105990
2021-11-09,837250,143848,1195483,517000,4980235,771061,406219,146207,65094,3701310,1643945,85218,297910,1722590,1040761,497648,443075,755121,763133,108710,567085,867345,1319724,826404,507476,869952,182468,292032,445879,141707,1209785,287221,2598730,1495521,153194,1580271,650269,375357,1617553,186273,182175,904689,158267,1291149,4298123,566134,42716,938376,744364,278837,909159,106287
2021-11-10,837428,144300,1198277,517675,4985305,774997,406752,146484,65159,3701310,1644997,85360,298634,1727634,1043598,499279,445858,757016,763628,109592,567929,869293,1329089,831669,507775,871631,183213,292990,446461,142469,1211423,288557,2603833,1497677,153819,1585798,650689,376372,1622844,186425,182486,905182,158822,1292623,4302590,567665,42910,939783,746354,279694,913237,106698
2021-11-11,838114,144300,1202450,518348,4987604,778909,407292,146800,65159,3701310,1644997,85490,298634,1727634,1046499,499279,445902,758660,763628,110347,568914,869293,1329089,836787,507775,871730,183213,294247,446461,142469,1213246,288557,2610481,1497677,154223,1590792,650689,376372,1628480,186457,182486,905182,158822,1293817,4306504,567665,43521,941371,746354,280727,917469,106698
2021-11-12,838836,145167,1207348,518863,4997380,781960,407750,147233,65371,3711612,1647265,85628,299576,1735586,1049307,500474,448652,759935,764354,110347,569823,873281,1346868,841625,508469,874960,184394,295244,447746,144626,1215067,292078,2616725,1501801,154722,1596171,652731,378174,1634953,186851,183257,906945,159343,1295005,4309462,571507,44030,942837,750477,281865,921221,107483
2021-11-13,839436,145167,1211333,519453,5000272,781960,407750,147533,65371,3711612,1647265,85709,299849,1735586,1052287,503564,448652,761487,764354,111145,570806,873281,1346868,841625,508469,876614,184394,296106,447746,144626,1216705,292078,2622131,1501801,154926,1600860,652731,378174,1640594,186884,183257,906945,159343,1295744,4313394,571507,44490,942837,750477,282405,921221,107483
2021-11-14,839695,145167,1214419,519760,5006697,781960,407750,147875,65371,3711612,1647265,85790,299849,1735586,1054180,503564,448652,762226,764354,111145,571625,873281,1346868,841625,508469,877578,184394,296106,447746,144626,1218406,292078,2626522,1501801,155113,1604488,652731,378174,1645244,186977,183257,906945,159343,1296456,4314008,571507,44801,942837,750477,283075,921221,107483
2021-11-15,839953,146247,1217193,519911,5011212,789430,409929,148149,65623,3711612,1649520,85885,300527,1744508,1055549,503564,450646,762940,765296,111144,572342,879127,1370035,846887,509275,878314,185176,297214,449331,146834,1219768,295767,2633082,1506576,155889,1608415,655512,380091,1648285,187044,184220,908839,160088,1297773,4315392,576009,45024,946061,755011,283561,928290,108103
2021-11-16,840495,146598,1220433,520725,5016590,792498,410473,148293,65707,3711612,1650756,85948,301191,1747513,1058379,506538,450666,764686,765766,112090,573044,881310,1370035,857791,509717,879913,186207,298082,450186,147652,1221507,296790,2638106,1507915,156514,1614054,655857,380866,1654063,187053,184777,909288,160992,1299410,4319752,577247,45213,947271,756310,284165,932930,108413
2021-11-17,840991,147040,1223892,521553,5021846,796412,411311,148674,65793,3711612,1651952,86090,301841,1752502,1061791,508513,453701,766830,766391,113132,573835,884299,1387938,861235,509942,881560,186802,299149,450846,148718,1223455,298313,2644177,1510086,157157,1620436,656574,381842,1660087,187205,185254,909905,161474,1301216,4324674,579376,45456,949803,758483,285135,937212,108658
2021-11-18,841483,147560,1228076,522460,5027568,801018,412058,149096,65889,3711612,1653237,86316,302394,1758146,1065717,509761,453856,768656,766849,114065,574914,887889,1387938,866055,510322,892648,187530,300348,451547,149827,1225928,300101,2652280,1512478,157625,1627051,657630,382990,1666724,187339,185799,910690,161960,1302825,4329462,581165,45985,951698,760482,286249,941550,109083
2021-11-19,841956,148083,1233146,523192,5030475,804734,412918,149566,66028,3721503,1654649,86522,303050,1763866,1069450,509761,456624,769732,767330,115009,575996,890733,1408419,871203,510748,894355,188013,301436,452173,150813,1228167,301937,2659870,1514879,158116,1633480,658600,384062,1674328,187530,186387,911624,162375,1304382,4333932,582929,46449,953460,762118,287612,945715,109318
2021-11-20,842636,148083,1238249,523866,5032450,804734,412918,150046,66028,3721503,1654649,86740,303296,1763866,1069450,513637,456624,771772,767330,115863,577013,890733,1408419,871203,510748,895936,188013,302567,452173,150813,1230366,301937,2665759,1514879,158322,1639070,658600,384062,1680752,187755,186387,911624,162375,1305223,4336683,582929,46896,953460,762118,288502,945715,109318
2021-11-21,842908,148083,1241878,524170,5042681,804734,412918,150385,66028,3721503,1654649,86847,303296,1763866,1069450,513637,456624,772790,767330,115863,578019,890733,1408419,871203,510748,896793,188013,302567,452173,150813,1231968,301937,2674200,1514879,158487,1642867,658600,384062,1686169,187863,186387,911624,162375,1305804,4337690,582929,47376,953460,762118,288967,945715,109318
2021-11-22,843161,148825,1245127,524440,5047375,811813,414978,150625,66347,3721503,1656992,86939,303928,1775253,1077372,513637,459085,773602,768041,115865,578851,897874,1427191,875917,511935,898167,188505,303221,453771,153934,1233511,305579,2679503,1520471,159154,1647237,661289,385790,1691773,187912,187531,913950,162790,1307298,4339696,586758,47609,957570,766008,289524,953422,109802
2021-11-23,843780,148974,1248184,525130,5051964,814468,415732,150876,66433,3721503,1658363,86991,304563,1779842,1080505,516907,459085,775728,768714,116948,579591,900985,1427191,887368,512200,900102,189187,304432,454351,154579,1236151,306743,2685067,1521760,159685,1653380,661675,386634,1696959,187919,188135,914384,163721,1308944,4343363,587911,47805,959156,767045,290026,958496,110051
2021-11-24,844196,149461,1252248,525824,5054080,817376,416573,151164,66510,3721503,1659491,87106,305133,1784900,1084488,518859,461163,777858,769051,117941,580496,904407,1447230,891099,512632,902115,189678,305358,454980,155711,1238359,308091,2692142,1524078,160337,1660131,662220,387485,1704528,188015,188561,914968,164292,1310498,4347776,589715,48120,960691,768151,290909,963229,110264
2021-11-25,844594,149461,1255597,526403,5054179,820431,416573,151655,66510,3721503,1659491,87183,305133,1784900,1084488,518859,462057,779911,769051,118489,580496,904407,1447230,891099,512632,902208,189678,305358,454980,155711,1241210,308091,2699233,1524078,160511,1660131,662220,387485,1710478,188152,188561,914946,164292,1311297,4352335,589715,48120,962472,768151,290909,967538,110264
2021-11-26,844594,150087,1258919,526706,5056411,821859,418473,152165,66510,3721503,1659491,87210,305524,1784900,1084488,518859,462057,780681,769051,118489,580496,909705,1447230,895229,512632,902208,190071,305358,454980,155711,1243354,308091,2707049,1524078,160884,1669274,662220,387485,1716600,188256,188561,915684,164292,1311817,4352989,592130,48120,963739,768151,290909,968291,110264
2021-11-27,844951,150087,1262574,527213,5057201,821859,418473,152407,66510,3721503,1659491,87345,305762,1784900,1084488,518859,462057,781433,769051,118489,583299,909705,1447230,895229,512632,902907,190071,305358,454980,155711,1245344,308091,2710507,1524078,161091,1673496,662220,387485,1721743,188331,188561,915684,164292,1312516,4353549,592130,48120,963739,768151,290909,968291,110264
2021-11-28,845108,150087,1264848,527587,5072033,821859,418473,152670,66510,3721503,1659491,87514,305762,1784900,1084488,522858,462057,782476,769051,118489,584137,909705,1447230,895229,512632,903119,190071,307896,454980,155711,1247213,308091,2715335,1524078,161243,1677741,662220,387485,1725902,188370,188561,915684,164292,1313221,4353909,592130,48120,963739,768151,290909,968291,110264
2021-11-29,845284,150809,1266809,527794,5077636,826815,420785,152904,66857,3721503,1662995,87585,306209,1804161,1097128,522858,466125,783409,770305,118748,584899,915495,1475053,899739,513622,908715,190424,308384,456803,160287,1249454,313139,2722936,1532250,162092,1683472,666040,390066,1731154,188433,190975,917833,164867,1315385,4357031,594606,49801,967209,773069,294014,974871,110824
2021-11-30,845761,150996,1269780,528838,5083346,829437,421692,153190,66912,3730395,1664456,87664,306845,1809875,1101185,525458,466125,785926,770894,119662,586143,919097,1475053,912370,514171,911403,191012,309828,457643,161244,1252705,314264,2729595,1534005,162780,1690217,666927,391099,1736920,188448,191763,918321,166208,1317517,4363472,595801,50014,969116,774465,294794,980783,111089
2021-12-01,846297,151323,1272943,529768,5088666,832625,422785,153762,67047,3730395,1666110,87772,307561,1815994,1107189,528221,470545,789225,771837,120600,587285,924400,1494953,915942,514639,914524,191593,311212,458369,162583,1255893,316089,2738968,1537044,163374,1699161,667512,392197,1744526,188605,192741,919184,167144,1319944,4367092,598098,50510,971529,774465,295949,986229,111275
2021-12-02,847064,151667,1276955,530994,5096999,835738,424412,154413,67173,3730395,1667630,87898,308155,1827518,1112735,530060,470678,792015,772310,121452,589113,930079,1494953,921249,515208,919712,191925,312517,459249,163961,1260355,318135,2750327,1540824,163901,1708292,669132,393232,1753669,188789,193714,920311,167759,1322098,4372161,600079,51134,974001,778916,297415,992386,111560
2021-12-03,847659,151984,1282191,532168,5100483,838587,425275,155149,67430,3741058,1668875,88023,308669,1835076,1118335,530060,475180,794816,772789,122242,590813,935844,1517325,926931,515504,920185,192236,313935,459957,165574,1264818,320520,2761545,1544544,164353,1717876,670420,394569,1763796,188951,194858,921722,168271,1324357,4376851,601952,51629,976599,780835,298659,997688,111812
2021-12-04,848137,151984,1288234,532973,5102980,838587,425275,155922,67430,3741058,1668875,88147,308869,1835076,1118335,534623,475304,797157,772789,123118,592679,935844,1517325,926931,515504,924958,192236,313935,459957,165574,1269232,320520,2769624,1544544,164516,1725669,670420,394569,1773060,189107,194858,921722,168271,1325403,4384997,601952,52195,976599,780835,299827,997688,111812
2021-12-05,848498,151984,1292054,533356,5118030,838587,425275,156454,67430,3741058,1668875,88295,308869,1835076,1118335,534623,475304,798351,772789,123118,593676,935844,1517325,926931,515504,926450,192236,313935,459957,165574,1272728,320520,2777942,1544544,164625,1731003,670420,394569,1779151,189253,194858,921722,168271,1326348,4390228,601952,52889,976599,780835,300660,997688,111812
2021-12-06,848779,152537,1295076,533658,5125202,843851,430756,156454,67998,3741058,1671787,88385,309314,1854186,1130719,534623,478615,799695,773621,123118,594655,947463,1535147,933025,516486,929647,192590,316013,461479,167612,1275717,324311,2788476,1553112,165184,1735925,674758,396501,1783118,189325,196949,924958,168763,1328359,4394102,605409,53131,983055,784129,301349,997688,112199
2021-12-07,849409,152537,1298091,534590,5129999,846892,432675,157175,68134,3741058,1673082,88440,310010,1861254,1134898,538738,478636,802417,774181,124098,595844,951969,1535147,945445,517138,932120,193005,317450,462159,170080,1279667,325272,2796990,1555216,165651,1743801,675733,397421,1791030,189338,198036,925629,169789,1330514,4399057,606531,53431,985297,786042,302120,997688,112368
2021-12-08,850096,152977,1301597,535450,5138196,849269,433464,157751,68262,3741058,1675453,88512,310661,1867912,1140151,541033,483059,805426,774913,125373,597051,957889,1553790,948490,517925,935956,193277,318657,462811,171538,1283925,326713,2806456,1558510,166041,1752508,676890,398262,1799753,189495,198729,926454,170416,1333039,4402906,607954,53835,988147,787245,303173,1012189,112551
2021-12-09,850645,152977,1305260,536368,5144927,851785,436143,158600,68460,3741058,1676787,88655,311150,1877213,1145633,542433,483098,808148,775368,126833,598571,963923,1553790,952232,518670,939245,193543,319847,463803,173089,1289542,328332,2818175,1562663,166408,1761008,678343,399361,1806671,189660,200197,927649,170800,1335140,4407007,609351,54321,991221,788877,304355,1017301,112731
2021-12-10,851237,153425,1309184,537461,5148313,854084,439423,159399,68702,3754042,1678746,88825,311521,1884743,1150899,545804,486895,810910,775935,128982,600316,969589,1567578,956779,519115,942871,193718,320943,464385,174456,1295005,329778,2829502,1566269,166807,1768367,680054,400188,1818299,189818,201275,929077,171248,1336982,4412024,610681,55057,994069,790412,305418,1024082,112862
2021-12-11,851950,153425,1312958,538208,5150282,854084,439423,160124,68702,3754042,1678746,89014,311692,1884744,1150899,546287,486895,813214,775935,129997,601556,969589,1567578,956779,519115,945163,193718,321866,464385,174456,1299601,329778,2838326,1566269,166957,1776439,680054,400188,1829351,189818,201275,929077,171248,1337960,4416728,610681,55317,994069,790412,306552,1024094,112862
2021-12-12,852280,153425,1316189,538426,5163013,854084,439423,160768,68702,3754042,1678746,89229,311692,1884744,1150899,546287,486895,814203,775935,129997,602917,969589,1567578,956779,519115,946931,193718,321866,464385,174456,1303443,329778,2846533,1566269,167078,1781411,680054,400188,1837742,189952,201275,929077,171248,1338968,4419318,610681,55849,994069,790412,307432,1024094,112862
2021-12-13,852574,153835,1318580,538701,5169303,858382,447316,161359,68702,3754042,1681906,89379,312186,1904259,1162284,546287,490101,815283,777106,129997,604367,981261,1585297,960425,519851,948493,193905,322477,465906,178099,1306722,332238,2860036,1575222,167617,1787029,683719,401564,1843137,189952,203708,932206,171583,1340768,4423555,613350,56084,1000694,793757,308204,1033629,113077
2021-12-14,854229,153835,1320748,539483,5175680,860004,450315,161650,69540,3754042,1683676,89593,312591,1911649,1166283,549642,490151,817818,777106,131380,606083,985946,1585297,969450,520259,949201,194108,323702,466583,178967,1311119,332975,2868885,1577154,168052,1796951,684340,402436,1850578,190135,204954,932938,172300,1342912,4428196,614270,56317,1003110,794878,308985,1038465,113233
2021-12-15,854876,154232,1323997,540510,5181723,861940,452038,162331,69867,3754042,1686332,89875,313041,1921433,1170950,552898,494223,820715,778542,132884,608274,991709,1599679,971667,520834,954483,194397,324720,467205,180238,1316108,334324,2881565,1580909,168463,1807539,684579,403329,1857879,190269,206357,933754,172744,1345165,4433142,615576,56661,1006245,796369,310245,1043693,113359
2021-12-16,855692,154232,1326908,541315,5189807,864039,454123,163021,70375,3754042,1688806,90270,313423,1933291,1176411,553407,494380,823213,779567,134170,611419,998400,1599679,975447,521544,958606,194562,325655,468023,181660,1323331,334324,2899469,1585074,168792,1819342,684579,404229,1865568,190740,207556,934880,173257,1347591,4438877,616680,57333,1009933,798239,311524,1049261,113478
2021-12-17,856600,154639,1330594,542426,5194751,866477,455566,164092,71219,3782883,1691674,91067,313812,1944056,1181554,553407,498614,825692,780668,135320,614952,1005470,1614141,979283,522455,961779,194764,326431,468953,183056,1330728,336790,2920366,1589054,169065,1829367,685906,405292,1874197,191799,208753,936207,173655,1349936,4444868,617697,57809,1013390,800329,312692,1054191,113584
2021-12-18,857292,154639,1334061,543242,5198716,866482,455566,164923,71219,3782883,1691674,91774,313967,1944056,1181554,557029,498614,828260,780668,136400,618303,1005470,1614141,979283,522455,965181,194764,327301,468953,183056,1338372,336790,2934453,1589054,169216,1839501,685906,405292,1883028,193554,208753,936207,173655,1351860,4452931,617697,58247,1013390,800329,313890,1054191,113584
2021-12-19,857844,154639,1336806,543648,5215526,866482,455566,165621,71219,3782883,1691674,92746,313967,1944056,1181554,557029,498614,829791,780668,136401,620775,1005470,1614141,979283,522455,966955,194764,327301,468953,183056,1345717,336790,2960416,1589054,169328,1847140,685906,405292,1890259,196301,208753,936207,173655,1353287,4460356,617697,58695,1013390,800329,314791,1054191,113584
2021-12-20,858396,155062,1338982,544082,5226110,870432,461775,166292,71219,3782883,1700763,93586,314492,1975515,1192448,557029,501226,831003,783604,136401,621959,1019682,1629362,982664,523889,968560,194929,327858,470600,186678,1352812,339894,2982994,1599595,169774,1855222,689236,407153,1894514,198735,212715,940135,174021,1356154,4470968,620197,58935,1023698,805831,315571,1061618,113762
2021-12-21,859650,155062,1341377,545037,5238002,873784,467775,166820,76137,3782883,1706483,94293,314915,1985779,1196148,560351,501252,833547,785333,137959,628397,1026129,1629362,990047,524629,971357,195171,328912,471739,187340,1361306,340604,3007231,1602489,170176,1867724,689800,408069,1904121,199584,213730,941029,174783,1359760,4481333,621008,59175,1028135,807529,316391,1066544,113906
2021-12-22,861110,155294,1344183,545934,5253850,877507,471141,167493,77661,3799661,1714093,95254,315270,2002360,1200926,562463,506359,836441,787538,139421,633016,1034731,1645578,992851,525502,975089,195417,330181,472739,188644,1373212,341509,3035474,1607378,170590,1880588,691282,409232,1913959,202750,215541,942359,175249,1365640,4491454,622414,59826,1034107,809600,317540,1072270,114062
2021-12-23,863170,155294,1347405,547248,5274765,881118,474557,168631,79565,3832530,1724105,96765,315726,2021294,1200926,563955,506379,836441,790373,140537,640535,1044522,1645578,996224,525502,980542,195669,331081,474023,189987,1391334,342649,3070884,1607378,171003,1896577,693199,410565,1924507,208462,217228,944574,175677,1370824,4503930,623703,60265,1040580,813741,319035,1078491,114242
2021-12-24,865636,155294,1351213,548967,5287838,886250,474557,170009,79565,3907748,1733600,98593,315726,2021302,1200926,563955,506379,836441,790373,141780,651165,1055519,1645578,996224,525502,980823,195669,331081,474023,189987,1410275,342649,3102022,1607378,171171,1910991,694210,410565,1937793,208462,217228,944574,175677,1375483,4517701,623703,60265,1049336,813741,319035,1083442,114242
2021-12-25,868085,155294,1354708,549991,5288472,886250,474557,171563,79565,3907748,1733600,100184,315726,2021302,1200926,563955,506379,836441,790373,141780,661093,1055519,1645578,996224,525502,980823,195669,331081,474023,189987,1429756,342649,3102022,1607378,171240,1910991,694210,410565,1947649,225716,217228,944574,175677,1379379,4533037,623703,60265,1049336,813741,319035,1083442,114242
2021-12-26,868948,155294,1355052,550413,5310512,886250,474557,172827,79565,3907748,1733600,100184,315726,2021302,1200926,563955,506379,836441,790373,141780,667287,1055519,1645578,996224,525502,983061,195669,331081,474023,189987,1443915,342649,3184372,1607378,171358,1931908,694210,410565,1954488,232336,217228,944574,175677,1380799,4545596,623703,60265,1049336,813741,319035,1083442,114242
2021-12-27,870627,156177,1362693,551394,5359420,896403,489211,173258,88765,3936170,1759879,102389,316716,2077260,1221297,567997,512933,846379,802537,141790,673071,1069310,1681046,1000361,532560,989879,196044,332257,477677,194470,1453647,345663,3221100,1607378,171768,1940000,697590,414140,1965567,233698,217228,944574,176186,1387133,4562927,628310,61735,1067849,834235,322485,1088992,114624
2021-12-28,874332,156177,1362693,553808,5389261,902783,494964,173824,90633,3965229,1772897,104597,317735,2098064,1227005,570470,512968,850632,806850,143213,680351,1079660,1681046,1010225,535258,994969,196453,334716,479231,195004,1468881,346461,3268202,1639545,172409,1955403,700033,416020,1979510,235414,223985,944574,177451,1398573,4577722,630126,62143,1075288,837378,323538,1095891,114917
2021-12-29,880307,157169,1364669,557551,5429263,910128,502484,174909,92045,4012152,1792021,106158,318458,2119162,1234919,573032,520316,856145,816228,144538,692261,1095825,1710325,1015435,538852,1004090,197061,336426,481714,196656,1495354,347831,3330403,1648922,173175,1975723,700798,418333,1996240,243617,227178,960195,178395,1411261,4592008,633429,63076,1087400,842196,325514,1103754,115242
2021-12-30,888563,157169,1368080,562529,5484184,919112,510188,176863,94286,4090000,1816441,109642,319382,2149548,1246854,575501,520388,856145,828695,145629,707707,1117911,1710325,1022212,543737,1012928,197724,338257,484641,198667,1530529,350043,3402190,1667493,173965,1995497,704964,421263,2015367,257948,231096,966259,179204,1425893,4607608,636992,64447,1100900,849075,328162,1112655,115638
2021-12-31,896614,157169,1381488,566486,5520297,929275,510188,180366,94286,4209927,1839879,112932,319382,2149548,1246854,575501,520388,856145,828695,146736,720814,1140614,1710325,1022212,543737,1013458,197724,338257,484641,198667,1564253,350043,3480280,1686667,174420,2016082,708938,421263,2036424,272724,231096,975320,179204,1437173,4623370,636992,64447,1118518,849075,328162,1120663,115638
2022-01-01,896614,157169,1389708,570641,5521951,929275,510188,183880,94286,4209927,1839879,115642,319382,2149548,1246854,575501,520388,856145,828695,146736,735723,1140614,1710325,1022212,543737,1013458,197724,338257,484641,198667,1596644,350043,3517696,1686667,174574,2016095,708938,421263,2059613,272724,231096,975320,179204,1444869,4675575,636992,64447,1118518,849075,328162,1120663,115638
2022-01-02,909541,157169,1390409,572822,5569438,929275,510188,186996,94286,4209927,1839879,118820,319382,2149548,1246854,575501,520388,856145,828695,146736,747005,1140614,1710325,1022212,543737,1019379,197724,338257,484641,198667,1623096,350043,3552059,1686667,174889,2053721,708938,421263,2077224,292662,231096,975320,179204,1452412,4730835,636992,64447,1118518,849075,328162,1120663,115638
2022-01-03,913603,160089,1404601,574572,5709404,954499,533866,189382,103487,4209927,1839879,121864,320802,2238743,1278285,575501,535014,879057,859856,146736,761924,1173704,1775882,1028986,561262,1021433,198520,344392,497084,203749,1644839,357480,3684152,1732568,176101,2072663,716851,430931,2101019,303533,231096,975320,179983,1461607,4791710,651746,67226,1158764,882144,337326,1132356,116643
2022-01-04,921175,160089,1411813,581134,5792222,962777,544468,191649,105493,4360178,1904918,123456,322524,2263166,1286590,587386,535051,885673,869146,148217,777171,1192549,1775882,1045170,566102,1047653,199455,346860,499613,204897,1674453,359116,3736399,1742844,177576,2093074,720961,435453,2122986,305419,247324,1011271,183030,1476731,4845263,656407,68957,1176159,888336,339679,1142290,117389
2022-01-05,932250,161678,1419562,588622,5850834,971525,554812,192968,106819,4360178,1928942,126067,323965,2295445,1299480,592028,550176,895370,879549,149543,788384,1223354,1808738,1049310,572694,1060113,200558,349523,502392,208073,1711738,361629,3812399,1763614,178931,2112824,724875,441648,2150286,313182,253192,1018435,185284,1494190,4894208,663654,69762,1186887,899036,342607,1156050,118098
2022-01-06,944876,161678,1430241,596409,5965392,979437,563635,195600,106819,4486276,1928942,130856,325730,2339534,1314688,596296,550220,904916,893626,150845,802102,1250765,1808738,1056236,579773,1072775,201720,353056,504729,211952,1744002,364861,3890666,1787906,180435,2132266,731155,449267,2179312,327742,260110,1035256,187467,1513647,4939175,672567,71942,1202727,913980,347554,1170504,119093
2022-01-07,957848,165353,1445129,604843,6026838,989409,573711,198507,108112,4606489,1928942,134442,327065,2382437,1329423,596296,566192,915881,908428,152173,814891,1279928,1855658,1064065,586547,1085500,202863,355928,509472,214572,1782463,369113,3975745,1816380,181773,2151829,737593,459700,2206899,340541,266066,1048252,189411,1526917,4993438,682036,73802,1221036,931071,351688,1186066,119857
2022-01-08,966180,165353,1461633,613014,6063816,989409,573711,202236,110040,4633077,1928942,138646,327451,2382437,1329423,608000,566192,915881,908428,153376,828656,1279928,1855658,1064065,586547,1099159,202863,360321,509472,214572,1815163,369113,4057133,1816380,182360,2170139,737593,459700,2240549,347158,266066,1048252,189411,1538502,5047390,682036,76421,1221036,931071,355872,1186066,119857
2022-01-09,978632,165353,1477483,613014,6261068,989409,573711,205640,110040,4633077,1928942,143224,327451,2382437,1329423,608000,566192,915881,908428,153376,846528,1279928,1855658,1064065,586547,1106833,202863,360321,509472,214572,1843677,369113,4147154,1816380,182975,2189228,737593,459700,2265232,355697,266066,1048252,189411,1547667,5090181,682036,76673,1221036,931071,357980,1186066,119857
2022-01-10,984882,168618,1491420,622069,6392731,1040510,605116,208340,116278,4759073,2025262,147099,328946,2460270,1366754,608000,579682,932552,937447,153376,856680,1344643,1904949,1075028,586547,1114094,204788,363641,525511,223599,1866735,378363,4205019,1887560,185082,2207270,764651,478203,2295089,362577,279831,1094226,191094,1561503,5137418,706183,76673,1278739,978680,360269,1219470,121519
2022-01-11,993418,168618,1505580,629825,6544529,1062568,611867,210437,117586,4806782,2050127,150028,331265,2488380,1378562,619061,579744,941986,949941,155155,866993,1365608,1904949,1104494,608768,1126746,206295,367878,530344,226132,1892142,381295,4257408,1905265,187485,2226881,769662,486202,2321087,364523,284907,1102603,195204,1578432,5194077,715996,76673,1295420,991838,362777,1234281,122754
2022-01-12,1004622,173139,1524363,640799,6657613,1075115,619185,213993,118802,4878524,2069066,153540,334086,2522953,1393574,626336,581874,952956,949941,156532,878679,1389904,1940708,1115198,616972,1139906,208132,371654,536257,229373,1915417,388125,4312866,1930710,190136,2246974,775169,494945,2351028,374105,290634,1114781,197912,1595430,5269894,726216,81987,1315256,1009187,367217,1252891,123743
2022-01-13,1004622,173139,1542936,653789,6806001,1089494,628789,218486,120327,4933518,2093376,156932,336424,2560001,1410021,631301,582043,962007,949941,158087,889906,1411613,1940708,1126697,625328,1155331,209900,376695,543102,233508,1939089,393736,4374042,1975543,192250,2266236,785671,504731,2377252,385557,296304,1132825,200496,1616528,5344385,739206,83994,1334198,1025322,372674,1269899,124986
2022-01-14,1004622,178618,1563193,664194,6872227,1103698,637572,221811,121871,4992579,2113319,160031,339690,2589636,1425877,631301,621692,975346,995724,159498,900395,1426283,1984056,1138246,634628,1165263,212078,383915,549198,235898,1962198,398939,4420245,2011302,194486,2307691,796986,513391,2403053,398766,302109,1153125,203137,1636685,5402259,750334,86311,1351417,1041456,377735,1297612,126468
2022-01-15,1004622,178618,1563193,675790,6916054,1103720,637572,225094,121871,5041918,2113319,166008,340857,2589640,1425877,645410,621692,975346,996623,160857,910753,1426283,1984056,1138246,634628,1185468,212078,383915,549198,235898,1979057,398939,4460856,2011302,195564,2357990,811389,513391,2425456,407541,302109,1153125,203137,1651577,5472025,750334,88104,1351417,1041456,382958,1297612,126468
2022-01-16,1056478,178618,1567192,681176,7123155,1103720,637572,227594,121871,5041918,2113319,169886,340857,2589640,1425877,645410,621692,975346,996623,160857,918967,1426283,1984056,1138246,634628,1185498,212078,383915,549198,235898,1994502,398939,4507714,2011302,196305,2384107,811389,513391,2458722,413010,302109,1153125,203137,1663132,5522176,750334,90668,1351417,1041456,387115,1297612,126468
2022-01-17,1064536,178618,1621858,684776,7224750,1133675,653416,229759,121871,5041918,2148468,174586,340857,2589640,1462456,645410,621692,975346,996623,160857,925755,1426283,1984056,1138246,634628,1185499,212078,392027,572769,235898,2003455,398939,4547472,2011302,199232,2403645,839143,513391,2474466,418852,313700,1153125,203137,1674142,5590444,750334,90668,1397155,1041456,390788,1380799,126468
2022-01-18,1071264,178618,1645694,687989,7304528,1146740,657680,230876,125707,5153539,2160539,180838,344412,2682983,1474289,657146,621795,1014703,1025748,161395,929187,1487277,1984056,1148888,657084,1209665,215988,396990,570616,250616,2014702,420192,4571356,2130403,202353,2418722,842996,541415,2490929,419350,317344,1225570,203137,1690374,5644397,790216,92198,1407403,1105622,392737,1400338,130553
2022-01-19,1088370,188812,1666191,702483,7432517,1156371,662425,232132,126187,5196718,2188320,184767,348949,2709474,1490496,664910,660599,1027069,1037249,162940,933540,1503398,2082983,1193504,665544,1224211,218047,402489,601682,251441,2025616,425920,4594182,2147777,205413,2439205,852997,549942,2506602,423655,320617,1236732,211885,1712471,5700444,802780,93492,1419883,1119228,396343,1415098,132145
2022-01-20,1104356,188812,1683915,713643,7567020,1171789,667230,233843,126187,5242386,2211004,190678,352411,2732720,1506866,669705,660929,1040420,1050080,164324,942772,1519783,2082983,1204929,673873,1240160,220090,407804,607857,254715,2037690,431887,4624257,2177357,208161,2460869,866403,559960,2523956,428009,324234,1249632,214473,1734046,5746859,814388,93492,1434686,1135778,401796,1433225,133495
